price,rating,category,label
43.708610696262625,3.966220812470381,B,7
95.56428757689245,4.5244075003852675,A,8
75.87945476302646,2.852719501516004,B,8
63.8792635777333,2.1567149266936303,A,2
24.041677639819287,2.275386297421846,C,8
24.03950683025824,3.7877930334575756,C,1
15.227525095137953,3.2702321359659847,C,0
87.95585311974416,2.9459765239090285,B,7
64.1003510568888,1.8110963151046962,B,8
73.7265320016441,4.501822749995613,B,7
11.85260448662222,4.124081790029624,B,2
97.29188669457949,1.5625544069569184,C,6
84.91983767203796,2.4695538184085466,C,2
29.110519961044854,3.1685283745555655,B,0
26.364247048639054,2.817354491086128,C,8
26.506405886809045,2.5911833549509535,B,9
37.381801866358394,3.8753275902421174,B,1
57.228078846901404,1.2180140169513498,C,6
48.87505167779042,2.8856413565037675,C,0
36.21062261782377,2.0487267615584055,A,8
65.06676052501416,1.3384735409390358,A,2
22.554447458683764,2.859548632011862,C,8
36.29301836816963,1.685474764282275,A,8
42.97256589643225,2.0328971275608345,A,1
51.046298579533236,3.0280349180403037,C,3
80.66583652537122,4.894835919731285,C,7
27.970640394252378,3.7370200272142235,B,4
56.28109945722505,2.118487192627299,C,3
63.31731119758382,2.529624210301506,B,5
14.180537144799796,2.624532609283909,C,3
64.67903667112945,1.6145504933775086,C,3
25.347171131856236,1.642616755438723,B,6
15.854643368675156,1.593578893949458,C,8
95.39969835279999,3.0866565509476676,B,5
96.90688297671034,3.696744346958833,A,7
82.7557613304815,3.3628827384433064,A,5
37.41523922560336,4.911068741813394,A,4
18.79049026057455,1.5034982890306074,B,4
71.58097238609412,4.945897625211021,B,3
49.61372443656412,2.8666957355515676,C,0
20.983441136030095,1.8745311511085507,C,2
54.56592191001432,4.773123304023029,C,3
13.094966900369656,2.8744532405783705,B,1
91.83883618709038,2.3893878208420816,C,4
33.290198344001524,1.8552404152718265,C,3
69.62700559185838,2.0715018044632085,C,0
38.053996848046985,4.916878040908877,B,0
56.80612190600297,2.2158937596190973,C,2
59.203925140895166,4.91122369503842,A,8
26.636900997297435,2.3208599464483486,B,2
97.26261649881027,1.9256738623542478,A,2
79.76195410250031,1.7334567316073892,C,2
94.55490474077702,2.647418021095988,A,3
90.5344615384884,1.9472257941401088,C,2
63.810998092997664,3.7877518553082123,A,1
92.96868115208052,1.9590869414559138,A,5
17.964325184672756,4.341587379991477,A,5
27.638457617723066,4.336045033952668,A,7
14.070456001948425,2.1421054961922645,B,9
39.27972976869379,4.0141605219473195,B,1
44.98095607205338,4.430183503917814,C,3
34.42141285965063,3.3605313757485864,C,8
84.58637582367363,2.4653296434562195,C,1
42.10779940242303,2.7638687468507164,A,9
35.28410587186427,4.144915460139128,B,7
58.84264748424236,2.1732698559872565,B,5
22.683180247728636,2.337849337504776,C,2
82.19772826786357,1.6431373450314029,C,1
16.709557931179376,2.5962096120520104,B,6
98.81982429404655,1.3460605289979437,C,2
79.50202923669917,2.284137763956446,C,2
27.884411338075516,2.493917523791428,C,5
10.496990541124216,2.0219165296965285,C,4
83.39152856093507,1.4054324765399526,B,7
73.61716094628554,3.0866689702462202,B,0
75.61064512368885,4.460324679021883,B,5
79.41433120173512,2.3425789832018817,A,7
16.664018656068134,1.9472062856805548,B,6
42.261915568984534,2.1401528707620137,C,8
20.428215357261674,4.447548725216947,B,2
87.67930832880342,3.1112303584311904,C,7
66.09683141448022,1.523161405083099,B,0
39.78082223673843,3.83688659622185,B,2
15.720251525742128,1.6174757329337979,C,6
37.9884089544096,1.2409776117689466,A,3
39.266498982407235,2.022739505991669,A,4
75.66455605042577,1.6723607180670634,A,7
67.38017242196918,3.4199898974986724,A,9
89.84914683186939,2.9382656293601674,B,2
52.49934326457544,3.896258201971469,B,7
20.763482134447152,3.0462842010409834,C,2
74.19203085006956,2.6760237408375507,B,3
78.47065437552077,3.104874761750972,B,8
60.51494778125466,2.7379444523511114,A,5
79.38704619591049,1.148347575656158,B,2
54.44160367279517,3.72279645198496,B,5
57.045954644379464,4.8485213048578215,A,0
48.47869165226947,2.6881342281441856,B,1
12.287721406968567,2.6949319350721868,B,5
19.7102284293974,1.1830755145489862,A,4
12.828626711806082,4.561516338746993,C,3
67.27693701374024,4.716485549851719,C,1
38.2920382968694,4.252556472056573,B,8
55.77136220482325,1.4253818861674268,B,1
91.68098265334837,4.600894724615756,A,0
32.43630062339874,1.0958226535801634,B,4
46.93446307320668,2.778297292945235,C,0
77.99960246887439,3.002494616405578,B,4
30.59183489424602,4.336008404105355,A,2
16.92819188459137,4.003436853815884,C,1
36.077630762239124,4.188387585999543,C,0
24.5099158528604,4.4716037982294985,B,8
93.67278871083158,2.904283681970903,A,9
82.73083416079753,4.121009414068686,B,3
67.00633808593811,1.2721323776217557,A,2
88.43145311689459,2.778185691002155,C,6
82.33048692092031,1.1205306994785644,C,3
